140.0, 82.0, 0.2538135, 0.41849047, 0.16467696, 0.32490918, 0.3173995, 0.046511754, 0.9997675254718016, 0.2959042, 0.35180396, -1.0778449815148614
140.0, 82.0, 0.20805147, 0.4275434, 0.21949193, 0.30384922, 0.28503448, 0.05978338, 0.999829545945083, 0.5822805, 0.26333067, -0.8480939365972198
140.0, 82.0, 0.23872529, 0.38022283, 0.14149754, 0.3098351, 0.30446675, 0.035258207, 0.9998012105563119, -0.05564766, 0.29785115, -0.42185409371233096
120.0, 60.0, 0.24986735, 0.36553252, 0.11566517, 0.309957, 0.30658907, 0.03324825, 0.9996779682298836, 0.16455576, 0.28594637, -1.304149872749505
120.0, 60.0, 0.25567052, 0.35833663, 0.10266611, 0.30318198, 0.2972377, 0.029246617, 0.9995996948550497, 0.3423253, 0.27948, -1.2809130579699988
120.0, 60.0, 0.25162485, 0.37707254, 0.12544769, 0.3100372, 0.30886057, 0.037750762, 0.9997415135962345, 0.21654272, 0.31711763, -1.3104278538567733
135.0, 75.0, 0.1373524, 0.5297453, 0.39239287, 0.28005597, 0.23162884, 0.11702112, 0.9998998331459374, 0.7696225, 0.16716407, -0.7859056562795521
135.0, 75.0, 0.066354945, 0.54417026, 0.47781533, 0.31473297, 0.31028646, 0.11768692, 0.9999479775163692, -0.117228836, 0.32059953, -0.3761327612243801
135.0, 75.0, 0.2331211, 0.45407212, 0.22095102, 0.31609356, 0.2940708, 0.07261682, 0.9999286255004143, 0.6408681, 0.24313568, -0.995715875484791
130.0, 66.0, 0.24920413, 0.41195777, 0.16275364, 0.3252982, 0.31754875, 0.057447493, 0.9998979652544084, 0.19757691, 0.3945483, -1.548222717517016
130.0, 66.0, 0.24280407, 0.3945152, 0.15171112, 0.2975807, 0.28216606, 0.043407515, 0.999849798211166, 0.7408673, 0.26054513, -0.7807148930025938
130.0, 66.0, 0.25019896, 0.4090728, 0.15887383, 0.30527195, 0.28216606, 0.051323768, 0.9998872947978406, 0.743372, 0.25782597, -0.9481326220707866
133.0, 77.0, 0.22035415, 0.45944417, 0.23909001, 0.32626775, 0.31451082, 0.071133144, 0.9998998503966939, 0.19709562, 0.29735374, -1.264857067237034
133.0, 77.0, 0.26545298, 0.39560944, 0.13015646, 0.31258976, 0.29632574, 0.039525095, 0.9998867471248936, 0.84410626, 0.27659503, -0.7041404766386945
